Indicator,Geographic Area,Geographic Identifier,Race,Sex,Age,Time Period,n (Unweighted),Estimate % (weighted),2.5%,97.5%
Past infection with or without vaccination,Massachusetts,25,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,7,29.89,15.54,49.7
Past infection with or without vaccination,Massachusetts,25,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,4,62.76,26.22,88.88
Past infection with or without vaccination,Massachusetts,25,Non-Hispanic White,Overall,Overall,2022 Quarter 2,488,45.93,41.41,50.51
Past infection with or without vaccination,Massachusetts,25,Other,Overall,Overall,2022 Quarter 2,11,88.52,62.89,97.23
Past infection with or without vaccination,Maryland,24,Hispanic,Overall,Overall,2022 Quarter 2,5,44.37,17.53,74.96
Past infection with or without vaccination,Maryland,24,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,8,39.87,19.96,63.8
Past infection with or without vaccination,Maryland,24,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,16,50.27,30.2,70.25
Past infection with or without vaccination,Maryland,24,Non-Hispanic White,Overall,Overall,2022 Quarter 2,328,47.96,39.97,56.06
Past infection with or without vaccination,Maryland,24,Other,Overall,Overall,2022 Quarter 2,1,15.7,2.13,61.45
Past infection with or without vaccination,Maine,23,Hispanic,Overall,Overall,2022 Quarter 2,0,0,,
Past infection with or without vaccination,Maine,23,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,1,61.39,4.86,98.02
Past infection with or without vaccination,Maine,23,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,0,,,
Past infection with or without vaccination,Maine,23,Non-Hispanic White,Overall,Overall,2022 Quarter 2,169,41.93,34.66,49.57
Past infection with or without vaccination,Maine,23,Other,Overall,Overall,2022 Quarter 2,1,14.81,1.24,70.63
Past infection with or without vaccination,Michigan,26,Hispanic,Overall,Overall,2022 Quarter 2,14,69.94,47.3,85.78
Past infection with or without vaccination,Michigan,26,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,13,54.61,30.6,76.64
Past infection with or without vaccination,Michigan,26,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,13,73.48,51.14,88.01
Past infection with or without vaccination,Michigan,26,Non-Hispanic White,Overall,Overall,2022 Quarter 2,1240,60.06,56.44,63.58
Past infection with or without vaccination,Michigan,26,Other,Overall,Overall,2022 Quarter 2,7,71.73,36.09,91.93
Past infection with or without vaccination,Minnesota,27,Hispanic,Overall,Overall,2022 Quarter 2,11,63.19,38.6,82.41
Past infection with or without vaccination,Minnesota,27,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,3,24.5,6.81,59.02
Past infection with or without vaccination,Minnesota,27,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,0,0,,
Past infection with or without vaccination,Minnesota,27,Non-Hispanic White,Overall,Overall,2022 Quarter 2,1558,63.29,60.1,66.37
Past infection with or without vaccination,Minnesota,27,Other,Overall,Overall,2022 Quarter 2,7,57.98,27.71,83.24
Past infection with or without vaccination,Missouri,29,Hispanic,Overall,Overall,2022 Quarter 2,4,49.82,18.98,80.81
Past infection with or without vaccination,Missouri,29,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,1,23.15,2.15,80.54
Past infection with or without vaccination,Missouri,29,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,6,39.2,15.86,68.8
Past infection with or without vaccination,Missouri,29,Non-Hispanic White,Overall,Overall,2022 Quarter 2,802,65.12,60.77,69.23
Past infection with or without vaccination,Missouri,29,Other,Overall,Overall,2022 Quarter 2,3,72.24,17.6,96.94
Past infection with or without vaccination,Mississippi,28,Hispanic,Overall,Overall,2022 Quarter 2,7,44.99,12.17,82.84
Past infection with or without vaccination,Mississippi,28,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,2,63.04,10.16,96.26
Past infection with or without vaccination,Mississippi,28,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,31,61.21,49.51,71.74
Neither past infection nor vaccination,Kansas,20,Other,Overall,Overall,2022 Quarter 2,0,0,,
Past infection with or without vaccination,Mississippi,28,Non-Hispanic White,Overall,Overall,2022 Quarter 2,381,76.84,70.75,81.99
Past infection with or without vaccination,Mississippi,28,Other,Overall,Overall,2022 Quarter 2,2,75.1,17.23,97.76
Past infection with or without vaccination,Montana,30,Hispanic,Overall,Overall,2022 Quarter 2,16,76.48,43.18,93.29
Past infection with or without vaccination,Montana,30,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,5,55.24,9.16,93.79
Past infection with or without vaccination,Montana,30,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,1,100,20.65,100
Past infection with or without vaccination,Montana,30,Non-Hispanic White,Overall,Overall,2022 Quarter 2,748,68.43,65.21,71.48
Past infection with or without vaccination,Montana,30,Other,Overall,Overall,2022 Quarter 2,17,94.31,79.17,98.64
Past infection with or without vaccination,North Carolina,37,Hispanic,Overall,Overall,2022 Quarter 2,13,62.77,40.82,80.48
Past infection with or without vaccination,North Carolina,37,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,4,53.65,21.51,83.02
Past infection with or without vaccination,North Carolina,37,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,30,50.17,36.46,63.85
Past infection with or without vaccination,North Carolina,37,Non-Hispanic White,Overall,Overall,2022 Quarter 2,1045,55.79,51.63,59.87
Past infection with or without vaccination,North Carolina,37,Other,Overall,Overall,2022 Quarter 2,8,48.78,25.33,72.78
Past infection with or without vaccination,North Dakota,38,Hispanic,Overall,Overall,2022 Quarter 2,18,66.48,41.07,84.94
Past infection with or without vaccination,North Dakota,38,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,9,95.38,75.2,99.29
Past infection with or without vaccination,North Dakota,38,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,2,70.24,13.82,97.2
Past infection with or without vaccination,North Dakota,38,Non-Hispanic White,Overall,Overall,2022 Quarter 2,919,75.61,72.96,78.08
Past infection with or without vaccination,North Dakota,38,Other,Overall,Overall,2022 Quarter 2,8,67.62,35.16,88.95
Past infection with or without vaccination,Nebraska,31,Hispanic,Overall,Overall,2022 Quarter 2,9,86.32,69.48,94.6
Past infection with or without vaccination,Nebraska,31,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,1,12.8,1.73,54.99
Past infection with or without vaccination,Nebraska,31,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,0,0,,
Past infection with or without vaccination,Nebraska,31,Non-Hispanic White,Overall,Overall,2022 Quarter 2,1057,72.31,69,75.39
Past infection with or without vaccination,Nebraska,31,Other,Overall,Overall,2022 Quarter 2,3,82.42,30.76,98.02
Past infection with or without vaccination,New Hampshire,33,Hispanic,Overall,Overall,2022 Quarter 2,1,37.24,2.86,92.3
Past infection with or without vaccination,New Hampshire,33,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,1,41.66,3.44,93.47
Past infection with or without vaccination,New Hampshire,33,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,0,,,
Past infection with or without vaccination,New Hampshire,33,Non-Hispanic White,Overall,Overall,2022 Quarter 2,284,56.26,51.14,61.24
Past infection with or without vaccination,New Hampshire,33,Other,Overall,Overall,2022 Quarter 2,1,100,20.65,100
Past infection with or without vaccination,New Jersey,34,Hispanic,Overall,Overall,2022 Quarter 2,12,80.7,50.53,94.48
Past infection with or without vaccination,New Jersey,34,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,2,40.33,6.2,87.36
Past infection with or without vaccination,New Jersey,34,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,9,90.17,52.56,98.7
Past infection with or without vaccination,New Jersey,34,Non-Hispanic White,Overall,Overall,2022 Quarter 2,349,56.38,48.16,64.27
Past infection with or without vaccination,New Jersey,34,Other,Overall,Overall,2022 Quarter 2,4,87.6,22.38,99.43
Past infection with or without vaccination,New Mexico,35,Hispanic,Overall,Overall,2022 Quarter 2,449,56.9,53.12,60.59
Past infection with or without vaccination,New Mexico,35,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,19,55.46,35.93,73.44
Past infection with or without vaccination,New Mexico,35,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,13,60.65,37.41,79.9
Past infection with or without vaccination,New Mexico,35,Non-Hispanic White,Overall,Overall,2022 Quarter 2,478,51.75,48.26,55.22
Past infection with or without vaccination,New Mexico,35,Other,Overall,Overall,2022 Quarter 2,31,44.09,31.12,57.92
Past infection with or without vaccination,Nevada,32,Hispanic,Overall,Overall,2022 Quarter 2,200,75.93,69.6,81.29
Past infection with or without vaccination,Nevada,32,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,93,69.47,59.99,77.53
Past infection with or without vaccination,Nevada,32,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,41,74.04,60.4,84.21
Past infection with or without vaccination,Nevada,32,Non-Hispanic White,Overall,Overall,2022 Quarter 2,1149,64.15,61.5,66.72
Past infection with or without vaccination,Nevada,32,Other,Overall,Overall,2022 Quarter 2,50,60.17,42.44,75.59
Past infection with or without vaccination,New York,36,Hispanic,Overall,Overall,2022 Quarter 2,11,46.56,23.36,71.34
Past infection with or without vaccination,New York,36,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,5,46.24,18.85,76.1
Past infection with or without vaccination,New York,36,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,8,78.97,50.42,93.27
Past infection with or without vaccination,New York,36,Non-Hispanic White,Overall,Overall,2022 Quarter 2,1163,58.51,53.44,63.41
Past infection with or without vaccination,New York,36,Other,Overall,Overall,2022 Quarter 2,1,18.84,2.63,66.64
Past infection with or without vaccination,Ohio,39,Hispanic,Overall,Overall,2022 Quarter 2,21,71.02,51.41,85.03
Past infection with or without vaccination,Ohio,39,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,8,44.82,22.1,69.94
Past infection with or without vaccination,Ohio,39,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,14,36.67,21.14,55.57
Past infection with or without vaccination,Ohio,39,Non-Hispanic White,Overall,Overall,2022 Quarter 2,2136,65.76,63.47,67.97
Past infection with or without vaccination,Ohio,39,Other,Overall,Overall,2022 Quarter 2,8,85.86,54.43,96.86
Past infection with or without vaccination,Oklahoma,40,Hispanic,Overall,Overall,2022 Quarter 2,2,100,34.24,100
Past infection with or without vaccination,Oklahoma,40,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,0,,,
Past infection with or without vaccination,Oklahoma,40,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,0,,,
Past infection with or without vaccination,Oklahoma,40,Non-Hispanic White,Overall,Overall,2022 Quarter 2,154,70.25,63.24,76.42
Past infection with or without vaccination,Oklahoma,40,Other,Overall,Overall,2022 Quarter 2,8,44.67,16.17,77.17
Past infection with or without vaccination,Oregon,41,Hispanic,Overall,Overall,2022 Quarter 2,15,45.95,25.25,68.15
Past infection with or without vaccination,Oregon,41,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,6,32.21,16.49,53.33
Past infection with or without vaccination,Oregon,41,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,2,53.99,11.67,91.25
Past infection with or without vaccination,Oregon,41,Non-Hispanic White,Overall,Overall,2022 Quarter 2,459,43.39,39.43,47.44
Past infection with or without vaccination,Oregon,41,Other,Overall,Overall,2022 Quarter 2,12,60.43,30.26,84.31
Past infection with or without vaccination,Pennsylvania,42,Hispanic,Overall,Overall,2022 Quarter 2,8,42.16,18.35,70.27
Past infection with or without vaccination,Pennsylvania,42,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,8,74.76,43.02,92.07
Past infection with or without vaccination,Pennsylvania,42,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,14,75.04,49.93,90.06
Past infection with or without vaccination,Pennsylvania,42,Non-Hispanic White,Overall,Overall,2022 Quarter 2,1007,61.34,57.43,65.1
Past infection with or without vaccination,Pennsylvania,42,Other,Overall,Overall,2022 Quarter 2,4,34.75,10.42,70.92
Past infection with or without vaccination,South Carolina,45,Hispanic,Overall,Overall,2022 Quarter 2,9,47.96,24.8,72.03
Past infection with or without vaccination,South Carolina,45,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,4,70.07,26.89,93.71
Past infection with or without vaccination,South Carolina,45,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,16,64.35,45.08,79.88
Past infection with or without vaccination,South Carolina,45,Non-Hispanic White,Overall,Overall,2022 Quarter 2,385,60.94,52.59,68.7
Past infection with or without vaccination,South Carolina,45,Other,Overall,Overall,2022 Quarter 2,1,22.64,1.67,83.46
Past infection with or without vaccination,South Dakota,46,Hispanic,Overall,Overall,2022 Quarter 2,18,70.23,47.74,85.9
Past infection with or without vaccination,South Dakota,46,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,1,26.66,3.11,80.44
Past infection with or without vaccination,South Dakota,46,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,4,100,51.01,100
Past infection with or without vaccination,South Dakota,46,Non-Hispanic White,Overall,Overall,2022 Quarter 2,618,78.91,75.59,81.89
Past infection with or without vaccination,South Dakota,46,Other,Overall,Overall,2022 Quarter 2,12,82.37,53.92,94.91
Past infection with or without vaccination,Tennessee,47,Hispanic,Overall,Overall,2022 Quarter 2,6,73.4,36.21,93.06
Past infection with or without vaccination,Tennessee,47,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,7,47.09,17.98,78.33
Past infection with or without vaccination,Tennessee,47,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,42,46.85,35.9,58.11
Past infection with or without vaccination,Tennessee,47,Non-Hispanic White,Overall,Overall,2022 Quarter 2,636,66.35,62.01,70.42
Past infection with or without vaccination,Tennessee,47,Other,Overall,Overall,2022 Quarter 2,5,55.95,23.17,84.25
Past infection with or without vaccination,Texas,48,Hispanic,Overall,Overall,2022 Quarter 2,522,66.54,62.43,70.42
Past infection with or without vaccination,Texas,48,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,16,57.68,33.75,78.48
Neither past infection nor vaccination,Montana,30,Hispanic,Overall,Overall,2022 Quarter 2,0,0,,
Past infection with or without vaccination,Texas,48,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,14,78.33,54.89,91.48
Past infection with or without vaccination,Texas,48,Non-Hispanic White,Overall,Overall,2022 Quarter 2,691,71.02,66.53,75.14
Past infection with or without vaccination,Texas,48,Other,Overall,Overall,2022 Quarter 2,14,83.49,58.09,94.86
Past infection with or without vaccination,Utah,49,Hispanic,Overall,Overall,2022 Quarter 2,26,83.4,65.13,93.11
Past infection with or without vaccination,Utah,49,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,2,17.56,2.06,68.37
Past infection with or without vaccination,Utah,49,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,0,0,,
Past infection with or without vaccination,Utah,49,Non-Hispanic White,Overall,Overall,2022 Quarter 2,679,62.7,58.67,66.55
Past infection with or without vaccination,Utah,49,Other,Overall,Overall,2022 Quarter 2,8,57.76,21.84,87
Past infection with or without vaccination,Virginia,51,Hispanic,Overall,Overall,2022 Quarter 2,18,55.07,37.88,71.14
Past infection with or without vaccination,Virginia,51,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,6,23.69,9.43,48.08
Past infection with or without vaccination,Virginia,51,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,29,59.97,45.66,72.76
Past infection with or without vaccination,Virginia,51,Non-Hispanic White,Overall,Overall,2022 Quarter 2,796,52.58,47.46,57.64
Past infection with or without vaccination,Virginia,51,Other,Overall,Overall,2022 Quarter 2,7,39.45,16.38,68.43
Past infection with or without vaccination,Vermont,50,Hispanic,Overall,Overall,2022 Quarter 2,1,27.21,0.61,95.81
Past infection with or without vaccination,Vermont,50,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,0,0,,
Past infection with or without vaccination,Vermont,50,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,0,0,,
Past infection with or without vaccination,Vermont,50,Non-Hispanic White,Overall,Overall,2022 Quarter 2,85,46.01,37.69,54.55
Past infection with or without vaccination,Vermont,50,Other,Overall,Overall,2022 Quarter 2,0,,,
Past infection with or without vaccination,Washington,53,Hispanic,Overall,Overall,2022 Quarter 2,25,41.6,27.28,57.49
Past infection with or without vaccination,Washington,53,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,7,34.29,16.42,58.09
Past infection with or without vaccination,Washington,53,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,2,54.02,12.53,90.59
Past infection with or without vaccination,Washington,53,Non-Hispanic White,Overall,Overall,2022 Quarter 2,716,56.99,51.36,62.44
Past infection with or without vaccination,Washington,53,Other,Overall,Overall,2022 Quarter 2,13,60.39,35.5,80.86
Past infection with or without vaccination,Wisconsin,55,Hispanic,Overall,Overall,2022 Quarter 2,6,39.55,15.63,69.79
Past infection with or without vaccination,Wisconsin,55,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,4,30.43,8.56,67.15
Past infection with or without vaccination,Wisconsin,55,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,3,55.38,7,95.34
Past infection with or without vaccination,Wisconsin,55,Non-Hispanic White,Overall,Overall,2022 Quarter 2,1183,60.17,56.78,63.46
Past infection with or without vaccination,Wisconsin,55,Other,Overall,Overall,2022 Quarter 2,4,71.51,26.67,94.54
Past infection with or without vaccination,West Virginia,54,Hispanic,Overall,Overall,2022 Quarter 2,3,100,43.85,100
Past infection with or without vaccination,West Virginia,54,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,0,0,,
Past infection with or without vaccination,West Virginia,54,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,0,,,
Past infection with or without vaccination,West Virginia,54,Non-Hispanic White,Overall,Overall,2022 Quarter 2,136,58.29,50.45,65.74
Past infection with or without vaccination,West Virginia,54,Other,Overall,Overall,2022 Quarter 2,0,0,,
Past infection with or without vaccination,Wyoming,56,Hispanic,Overall,Overall,2022 Quarter 2,18,61.32,39.14,79.63
Past infection with or without vaccination,Wyoming,56,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,4,57.87,8.26,95.44
Past infection with or without vaccination,Wyoming,56,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,3,77.25,24.38,97.28
Past infection with or without vaccination,Wyoming,56,Non-Hispanic White,Overall,Overall,2022 Quarter 2,373,74.12,69.78,78.04
Past infection with or without vaccination,Wyoming,56,Other,Overall,Overall,2022 Quarter 2,5,100,56.55,100
Presumed vaccination without infection,Alabama,01,Hispanic,Overall,Overall,2022 Quarter 2,1,7.67,0.1,87.45
Presumed vaccination without infection,Alabama,01,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,1,21.63,0.3,96.14
Presumed vaccination without infection,Alabama,01,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,4,22.01,6.02,55.41
Presumed vaccination without infection,Alabama,01,Non-Hispanic White,Overall,Overall,2022 Quarter 2,89,26.6,19.08,35.78
Presumed vaccination without infection,Alabama,01,Other,Overall,Overall,2022 Quarter 2,1,15.46,0.37,90.08
Presumed vaccination without infection,Arkansas,05,Hispanic,Overall,Overall,2022 Quarter 2,0,0,,
Presumed vaccination without infection,Arkansas,05,Non-Hispanic Asian,Overall,Overall,2022 Quarter 2,0,,,
Presumed vaccination without infection,Arkansas,05,Non-Hispanic Black,Overall,Overall,2022 Quarter 2,0,,,
Presumed vaccination without infection,Arkansas,05,Non-Hispanic White,Overall,Overall,2022 Quarter 2,30,20.79,13.93,29.85
